source,approach,n_features,split,accuracy,f1_score
univariate_ranked_features,mutual_info,146,train,1.0,1.0
univariate_ranked_features,mutual_info,146,val,0.5945945945945946,0.5945205479452055
univariate_ranked_features,mutual_info,146,test,0.625,0.6175351530190241
univariate_ranked_features,mutual_info,147,train,1.0,1.0
univariate_ranked_features,mutual_info,147,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,147,test,0.6176470588235294,0.607372862536087
univariate_ranked_features,mutual_info,148,train,1.0,1.0
univariate_ranked_features,mutual_info,148,val,0.6081081081081081,0.6078216374269005
univariate_ranked_features,mutual_info,148,test,0.625,0.6190476190476191
univariate_ranked_features,mutual_info,149,train,1.0,1.0
univariate_ranked_features,mutual_info,149,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,149,test,0.6029411764705882,0.5922718187874749
univariate_ranked_features,mutual_info,150,train,1.0,1.0
univariate_ranked_features,mutual_info,150,val,0.6351351351351351,0.6350684931506849
univariate_ranked_features,mutual_info,150,test,0.6029411764705882,0.5973684210526315
univariate_ranked_features,mutual_info,151,train,1.0,1.0
univariate_ranked_features,mutual_info,151,val,0.6554054054054054,0.6553896726475825
univariate_ranked_features,mutual_info,151,test,0.5955882352941176,0.5891690009337067
univariate_ranked_features,mutual_info,152,train,1.0,1.0
univariate_ranked_features,mutual_info,152,val,0.6486486486486487,0.6485844748858447
univariate_ranked_features,mutual_info,152,test,0.6323529411764706,0.6257979308826767
univariate_ranked_features,mutual_info,153,train,1.0,1.0
univariate_ranked_features,mutual_info,153,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,153,test,0.6176470588235294,0.6091954022988506
univariate_ranked_features,mutual_info,154,train,1.0,1.0
univariate_ranked_features,mutual_info,154,val,0.6216216216216216,0.6215525114155251
univariate_ranked_features,mutual_info,154,test,0.6323529411764706,0.6257979308826767
univariate_ranked_features,mutual_info,155,train,1.0,1.0
univariate_ranked_features,mutual_info,155,val,0.6148648648648649,0.6147065540077643
univariate_ranked_features,mutual_info,155,test,0.5882352941176471,0.577170775038863
univariate_ranked_features,mutual_info,156,train,1.0,1.0
univariate_ranked_features,mutual_info,156,val,0.6418918918918919,0.641875542163174
univariate_ranked_features,mutual_info,156,test,0.6397058823529411,0.6325337744692583
univariate_ranked_features,mutual_info,157,train,1.0,1.0
univariate_ranked_features,mutual_info,157,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,157,test,0.6397058823529411,0.6325337744692583
univariate_ranked_features,mutual_info,158,train,1.0,1.0
univariate_ranked_features,mutual_info,158,val,0.6486486486486487,0.6486486486486487
univariate_ranked_features,mutual_info,158,test,0.6323529411764706,0.6257979308826767
univariate_ranked_features,mutual_info,159,train,1.0,1.0
univariate_ranked_features,mutual_info,159,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,159,test,0.6102941176470589,0.5988200589970502
univariate_ranked_features,mutual_info,160,train,1.0,1.0
univariate_ranked_features,mutual_info,160,val,0.6283783783783784,0.6282256222881937
univariate_ranked_features,mutual_info,160,test,0.625,0.6175351530190241
univariate_ranked_features,mutual_info,161,train,1.0,1.0
univariate_ranked_features,mutual_info,161,val,0.6486486486486487,0.6483918128654971
univariate_ranked_features,mutual_info,161,test,0.6544117647058824,0.6423255553690337
univariate_ranked_features,mutual_info,162,train,1.0,1.0
univariate_ranked_features,mutual_info,162,val,0.6418918918918919,0.641744690568623
univariate_ranked_features,mutual_info,162,test,0.6617647058823529,0.6542882404951371
univariate_ranked_features,mutual_info,163,train,1.0,1.0
univariate_ranked_features,mutual_info,163,val,0.6081081081081081,0.6081081081081081
univariate_ranked_features,mutual_info,163,test,0.6176470588235294,0.6007226738934056
univariate_ranked_features,mutual_info,164,train,1.0,1.0
univariate_ranked_features,mutual_info,164,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,164,test,0.6102941176470589,0.6007754084741068
univariate_ranked_features,mutual_info,165,train,1.0,1.0
univariate_ranked_features,mutual_info,165,val,0.6418918918918919,0.641744690568623
univariate_ranked_features,mutual_info,165,test,0.6323529411764706,0.6184062850729517
univariate_ranked_features,mutual_info,166,train,1.0,1.0
univariate_ranked_features,mutual_info,166,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,166,test,0.6029411764705882,0.5958617653532907
univariate_ranked_features,mutual_info,167,train,1.0,1.0
univariate_ranked_features,mutual_info,167,val,0.6148648648648649,0.614424790895379
univariate_ranked_features,mutual_info,167,test,0.6029411764705882,0.5941644562334217
univariate_ranked_features,mutual_info,168,train,1.0,1.0
univariate_ranked_features,mutual_info,168,val,0.6351351351351351,0.6351351351351351
univariate_ranked_features,mutual_info,168,test,0.6397058823529411,0.6339869281045751
univariate_ranked_features,mutual_info,169,train,1.0,1.0
univariate_ranked_features,mutual_info,169,val,0.6216216216216216,0.6215525114155251
univariate_ranked_features,mutual_info,169,test,0.6397058823529411,0.6309055663251177
univariate_ranked_features,mutual_info,170,train,1.0,1.0
univariate_ranked_features,mutual_info,170,val,0.6216216216216216,0.6215525114155251
univariate_ranked_features,mutual_info,170,test,0.6176470588235294,0.6108298481179837
univariate_ranked_features,mutual_info,171,train,1.0,1.0
univariate_ranked_features,mutual_info,171,val,0.6486486486486487,0.6486486486486487
univariate_ranked_features,mutual_info,171,test,0.6176470588235294,0.6108298481179837
univariate_ranked_features,mutual_info,172,train,1.0,1.0
univariate_ranked_features,mutual_info,172,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,172,test,0.6102941176470589,0.604108309990663
univariate_ranked_features,mutual_info,173,train,1.0,1.0
univariate_ranked_features,mutual_info,173,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,173,test,0.625,0.6158404873996123
univariate_ranked_features,mutual_info,174,train,1.0,1.0
univariate_ranked_features,mutual_info,174,val,0.6351351351351351,0.6350684931506849
univariate_ranked_features,mutual_info,174,test,0.6029411764705882,0.5901785714285714
univariate_ranked_features,mutual_info,175,train,1.0,1.0
univariate_ranked_features,mutual_info,175,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,175,test,0.625,0.6158404873996123
univariate_ranked_features,mutual_info,176,train,1.0,1.0
univariate_ranked_features,mutual_info,176,val,0.6216216216216216,0.6216216216216216
univariate_ranked_features,mutual_info,176,test,0.6397058823529411,0.6290977903934991
univariate_ranked_features,mutual_info,177,train,1.0,1.0
univariate_ranked_features,mutual_info,177,val,0.6283783783783784,0.6279537456008044
univariate_ranked_features,mutual_info,177,test,0.6544117647058824,0.6423255553690337
univariate_ranked_features,mutual_info,178,train,1.0,1.0
univariate_ranked_features,mutual_info,178,val,0.6216216216216216,0.6216216216216216
univariate_ranked_features,mutual_info,178,test,0.6323529411764706,0.6205357142857143
univariate_ranked_features,mutual_info,179,train,1.0,1.0
univariate_ranked_features,mutual_info,179,val,0.6081081081081081,0.6080365296803653
univariate_ranked_features,mutual_info,179,test,0.6544117647058824,0.6459706452506231
univariate_ranked_features,mutual_info,180,train,1.0,1.0
univariate_ranked_features,mutual_info,180,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,180,test,0.6176470588235294,0.6108298481179837
univariate_ranked_features,mutual_info,181,train,1.0,1.0
univariate_ranked_features,mutual_info,181,val,0.6554054054054054,0.6553896726475825
univariate_ranked_features,mutual_info,181,test,0.6176470588235294,0.6031425364758698
univariate_ranked_features,mutual_info,182,train,1.0,1.0
univariate_ranked_features,mutual_info,182,val,0.6148648648648649,0.6147065540077643
univariate_ranked_features,mutual_info,182,test,0.625,0.6158404873996123
univariate_ranked_features,mutual_info,183,train,1.0,1.0
univariate_ranked_features,mutual_info,183,val,0.6351351351351351,0.6350684931506849
univariate_ranked_features,mutual_info,183,test,0.6102941176470589,0.6025365315687896
univariate_ranked_features,mutual_info,184,train,1.0,1.0
univariate_ranked_features,mutual_info,184,val,0.6351351351351351,0.6348684210526316
