source,approach,n_features,split,accuracy
majority_rank_ranked_features,rank_aggregation,37,test,0.4216417910447761
majority_rank_ranked_features,rank_aggregation,38,train,0.712241653418124
majority_rank_ranked_features,rank_aggregation,38,val,0.49683544303797467
majority_rank_ranked_features,rank_aggregation,38,test,0.4291044776119403
majority_rank_ranked_features,rank_aggregation,39,train,0.7027027027027027
majority_rank_ranked_features,rank_aggregation,39,val,0.48417721518987344
majority_rank_ranked_features,rank_aggregation,39,test,0.4216417910447761
majority_rank_ranked_features,rank_aggregation,40,train,0.712241653418124
majority_rank_ranked_features,rank_aggregation,40,val,0.5063291139240507
majority_rank_ranked_features,rank_aggregation,40,test,0.48880597014925375
majority_rank_ranked_features,rank_aggregation,41,train,0.7225755166931638
majority_rank_ranked_features,rank_aggregation,41,val,0.509493670886076
majority_rank_ranked_features,rank_aggregation,41,test,0.48880597014925375
majority_rank_ranked_features,rank_aggregation,42,train,0.7162162162162162
majority_rank_ranked_features,rank_aggregation,42,val,0.5284810126582279
majority_rank_ranked_features,rank_aggregation,42,test,0.5074626865671642
majority_rank_ranked_features,rank_aggregation,43,train,0.712241653418124
majority_rank_ranked_features,rank_aggregation,43,val,0.5284810126582279
majority_rank_ranked_features,rank_aggregation,43,test,0.5
majority_rank_ranked_features,rank_aggregation,44,train,0.71939586645469
majority_rank_ranked_features,rank_aggregation,44,val,0.5221518987341772
majority_rank_ranked_features,rank_aggregation,44,test,0.5186567164179104
majority_rank_ranked_features,rank_aggregation,45,train,0.7209856915739269
majority_rank_ranked_features,rank_aggregation,45,val,0.5316455696202531
majority_rank_ranked_features,rank_aggregation,45,test,0.503731343283582
majority_rank_ranked_features,rank_aggregation,46,train,0.7281399046104928
majority_rank_ranked_features,rank_aggregation,46,val,0.5569620253164557
majority_rank_ranked_features,rank_aggregation,46,test,0.47761194029850745
majority_rank_ranked_features,rank_aggregation,47,train,0.7289348171701113
majority_rank_ranked_features,rank_aggregation,47,val,0.5632911392405063
majority_rank_ranked_features,rank_aggregation,47,test,0.4962686567164179
majority_rank_ranked_features,rank_aggregation,48,train,0.7321144674085851
majority_rank_ranked_features,rank_aggregation,48,val,0.5474683544303798
majority_rank_ranked_features,rank_aggregation,48,test,0.503731343283582
majority_rank_ranked_features,rank_aggregation,49,train,0.7408585055643879
majority_rank_ranked_features,rank_aggregation,49,val,0.5284810126582279
majority_rank_ranked_features,rank_aggregation,49,test,0.5111940298507462
majority_rank_ranked_features,rank_aggregation,50,train,0.7281399046104928
majority_rank_ranked_features,rank_aggregation,50,val,0.560126582278481
majority_rank_ranked_features,rank_aggregation,50,test,0.5335820895522388
majority_rank_ranked_features,rank_aggregation,51,train,0.7313195548489666
majority_rank_ranked_features,rank_aggregation,51,val,0.5253164556962026
majority_rank_ranked_features,rank_aggregation,51,test,0.5074626865671642
majority_rank_ranked_features,rank_aggregation,52,train,0.7480127186009539
majority_rank_ranked_features,rank_aggregation,52,val,0.5569620253164557
majority_rank_ranked_features,rank_aggregation,52,test,0.5373134328358209
majority_rank_ranked_features,rank_aggregation,53,train,0.7408585055643879
majority_rank_ranked_features,rank_aggregation,53,val,0.5474683544303798
majority_rank_ranked_features,rank_aggregation,53,test,0.5410447761194029
majority_rank_ranked_features,rank_aggregation,54,train,0.7384737678855325
majority_rank_ranked_features,rank_aggregation,54,val,0.5379746835443038
majority_rank_ranked_features,rank_aggregation,54,test,0.5522388059701493
majority_rank_ranked_features,rank_aggregation,55,train,0.7384737678855325
majority_rank_ranked_features,rank_aggregation,55,val,0.5379746835443038
majority_rank_ranked_features,rank_aggregation,55,test,0.5522388059701493
majority_rank_ranked_features,rank_aggregation,56,train,0.7472178060413355
majority_rank_ranked_features,rank_aggregation,56,val,0.5443037974683544
majority_rank_ranked_features,rank_aggregation,56,test,0.5298507462686567
majority_rank_ranked_features,rank_aggregation,57,train,0.7432432432432432
majority_rank_ranked_features,rank_aggregation,57,val,0.5348101265822784
majority_rank_ranked_features,rank_aggregation,57,test,0.5447761194029851
majority_rank_ranked_features,rank_aggregation,58,train,0.739268680445151
majority_rank_ranked_features,rank_aggregation,58,val,0.5316455696202531
majority_rank_ranked_features,rank_aggregation,58,test,0.5335820895522388
majority_rank_ranked_features,rank_aggregation,59,train,0.7480127186009539
majority_rank_ranked_features,rank_aggregation,59,val,0.5379746835443038
majority_rank_ranked_features,rank_aggregation,59,test,0.5335820895522388
majority_rank_ranked_features,rank_aggregation,60,train,0.7424483306836248
majority_rank_ranked_features,rank_aggregation,60,val,0.5443037974683544
majority_rank_ranked_features,rank_aggregation,60,test,0.5373134328358209
majority_rank_ranked_features,rank_aggregation,61,train,0.746422893481717
majority_rank_ranked_features,rank_aggregation,61,val,0.5411392405063291
majority_rank_ranked_features,rank_aggregation,61,test,0.5410447761194029
majority_rank_ranked_features,rank_aggregation,62,train,0.7384737678855325
majority_rank_ranked_features,rank_aggregation,62,val,0.5379746835443038
majority_rank_ranked_features,rank_aggregation,62,test,0.5186567164179104
majority_rank_ranked_features,rank_aggregation,63,train,0.7344992050874404
majority_rank_ranked_features,rank_aggregation,63,val,0.5348101265822784
majority_rank_ranked_features,rank_aggregation,63,test,0.5149253731343284
majority_rank_ranked_features,rank_aggregation,64,train,0.7424483306836248
majority_rank_ranked_features,rank_aggregation,64,val,0.5379746835443038
majority_rank_ranked_features,rank_aggregation,64,test,0.5186567164179104
